metric,value,step
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.09448818862438202,9.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.23310023546218872,10.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.3178808093070984,11.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.33561643958091736,12.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.4498480260372162,13.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.518750011920929,14.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.5308641791343689,15.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.41992881894111633,16.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.47297295928001404,17.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.47491639852523804,18.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.47651007771492004,19.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_450,0.47651007771492004,20.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.43450480699539185,9.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.2368421107530594,10.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.4066852331161499,11.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.4337349534034729,12.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.455089807510376,13.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5039787888526917,14.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5234899520874023,15.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5202311873435974,16.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5234568119049072,17.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5196078419685364,18.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5196078419685364,19.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_1_size_300,0.5196078419685364,20.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,1.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,2.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,3.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,4.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,5.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,6.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,7.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,8.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,9.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,10.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,11.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,12.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,13.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,14.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,15.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,16.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,17.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,18.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,19.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_baseline_alpha_0.8_id_2_size_300,0.0,20.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.522292971611023,1.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.8788546323776245,2.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.871444821357727,3.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9324618577957153,4.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9301310181617737,5.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9389567375183105,6.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.937428891658783,7.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9442622661590576,8.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9479512572288513,9.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9422028064727783,10.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9362162351608276,11.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9570135474205017,12.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9437229633331299,13.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.947826087474823,14.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9579645991325378,15.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9448648691177368,16.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.9517543911933899,17.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.954393744468689,18.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.955456554889679,19.0
em_DBLP-ACM-dirty_lm_roberta_da_auto_ssl_no_ssl_alpha_0.8_id_0_size_450,0.955456554889679,20.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.0,1.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.0,2.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.8997772932052612,3.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.8108108043670654,4.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9223946928977966,5.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9340659379959106,6.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9520624279975891,7.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9324473738670349,8.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9186602830886841,9.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9513274431228638,10.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.952275276184082,11.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9465478658676147,12.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9456160068511963,13.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9465301632881165,14.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9466515183448792,15.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9481981992721558,16.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9480968713760376,17.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9502890110015869,18.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9502890110015869,19.0
em_DBLP-ACM-dirty_lm_roberta_da_invda_alpha_0.8_id_4_size_450,0.9502890110015869,20.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.0,1.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.0,2.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.0,3.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.8888888955116272,4.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.8755555748939514,5.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9120520949363708,6.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9129411578178406,7.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.7913278937339783,8.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9344073534011841,9.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9498327970504761,10.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9290322661399841,11.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9516310691833496,12.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9429569244384766,13.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9391100406646729,14.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9472527503967285,15.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9424778819084167,16.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9405286312103271,17.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9405286312103271,18.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9405286312103271,19.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_3_size_300,0.9405286312103271,20.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,1.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,2.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,3.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,4.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,5.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,6.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,7.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,8.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,9.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,10.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,11.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,12.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,13.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,14.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,15.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,16.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,17.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,18.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,19.0
em_Amazon-Google_lm_roberta_da_dacon_consistency_alpha_0.8_id_4_size_750,0.0,20.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.0,1.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.0,2.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.0,3.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.0,4.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.0,5.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9301260113716125,6.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9070294499397278,7.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9229098558425903,8.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9584736227989197,9.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9630458950996399,10.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9649717807769775,11.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.964205801486969,12.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709172248840332,13.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9720670580863953,14.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,15.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,16.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,17.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,18.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,19.0
em_DBLP-ACM-dirty_lm_roberta_da_edbt20_alpha_0.8_id_0_size_450,0.9709821343421936,20.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,1.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,2.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,3.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,4.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,5.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,6.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,7.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,8.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,9.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,10.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,11.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,12.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.0,13.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.6825775504112244,14.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.6740947365760803,15.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.7103825211524963,16.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.7468030452728271,17.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.7699999809265137,18.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.7758186459541321,19.0
em_Abt-Buy_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_1_size_600,0.7758186459541321,20.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.0,1.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.0,2.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8759448528289795,3.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.902334451675415,4.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9175257682800293,5.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8991084098815918,6.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8945107460021973,7.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8979990482330322,8.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9110707640647888,9.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8933045268058777,10.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9164420366287231,11.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9111798405647278,12.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9182736277580261,13.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9016854166984558,14.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8961102962493896,15.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9134790301322937,16.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9140229821205139,17.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9123143553733826,18.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9132726192474365,19.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9128352403640747,20.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.0,1.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.0,2.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.0,3.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.0,4.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.0,5.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5333333611488342,6.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.4767441749572754,7.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5511810779571533,8.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5382436513900757,9.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.47590360045433044,10.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5340599417686462,11.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5376344323158264,12.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5596107244491577,13.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5144508481025696,14.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5099149942398071,15.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5351351499557495,16.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5784753561019897,17.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5600000023841858,18.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5542168617248535,19.0
em_Amazon-Google_lm_roberta_da_None_alpha_0.8_id_0_size_600,0.5542168617248535,20.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.0,1.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.0,2.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.0,3.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.0,4.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.0,5.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5986078977584839,6.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5961538553237915,7.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.4498480260372162,8.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5208333134651184,9.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.48554912209510803,10.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.49468085169792175,11.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5353535413742065,12.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5076141953468323,13.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5544554591178894,14.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.510869562625885,15.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5501285195350647,16.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5652173757553101,17.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5663265585899353,18.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5707316994667053,19.0
em_Amazon-Google_lm_roberta_da_del_alpha_0.8_id_4_size_600,0.5707316994667053,20.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.0,1.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.12937062978744507,2.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8504292964935303,3.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.905180811882019,4.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8942791819572449,5.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.86765456199646,6.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9131022095680237,7.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8694316148757935,8.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8921425342559814,9.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8964853286743164,10.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.905540406703949,11.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8931851387023926,12.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.8970099687576294,13.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9074848890304565,14.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9050486087799072,15.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9077283143997192,16.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9123125672340393,17.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9118182063102722,18.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9133786559104919,19.0
em_DBLP-GoogleScholar_lm_roberta_da_del_alpha_0.8_id_1_size_750,0.9133786559104919,20.0
em_DBLP-GoogleScholar-dirty_da_dm_id_3_size_600,0.0,1.0
