metric,value,step
em_DBLP-GoogleScholar_lm_roberta_da_invda_alpha_0.8_id_1_size_300,0.9192886352539062,20.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.0,1.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.0,2.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.0,3.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.8862144351005554,4.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.8891481757164001,5.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.8415716290473938,6.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9064906239509583,7.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9001148343086243,8.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.8801897764205933,9.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.8982856869697571,10.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.89467453956604,11.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9209302067756653,12.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9219858050346375,13.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9243499040603638,14.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9243499040603638,15.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9264877438545227,16.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9261430501937866,17.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9257540702819824,18.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9257540702819824,19.0
em_DBLP-ACM_lm_roberta_da_None_alpha_0.8_id_4_size_300,0.9257540702819824,20.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,1.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,2.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,3.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,4.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,5.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,6.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,7.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,8.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,9.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,10.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,11.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,12.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,13.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0,14.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.0651162788271904,15.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.4370861053466797,16.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.5595238208770752,17.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.6169666051864624,18.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.6169666051864624,19.0
em_Abt-Buy_lm_roberta_da_invda_alpha_0.8_id_2_size_300,0.6169666051864624,20.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.4509090781211853,7.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.6202531456947327,8.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.5886287689208984,9.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.698060929775238,10.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.6812499761581421,11.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.7096773982048035,12.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.6974063515663147,13.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.6557376980781555,14.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.6358024477958679,15.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.7252747416496277,16.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.7485380172729492,17.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.7528735399246216,18.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.76106196641922,19.0
em_Walmart-Amazon_lm_roberta_da_del_alpha_0.8_id_4_size_750,0.76106196641922,20.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,1.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,2.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,3.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,4.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,5.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,6.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,7.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,8.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,9.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,10.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,11.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.0,12.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.06965173780918121,13.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.4556961953639984,14.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.38989168405532837,15.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.3333333432674408,16.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.3670412003993988,17.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.46483179926872253,18.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.40140846371650696,19.0
em_Walmart-Amazon-dirty_lm_roberta_da_invda_alpha_0.8_id_2_size_600,0.40140846371650696,20.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,1.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,2.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,3.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,4.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,5.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,6.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,7.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,8.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,9.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,10.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,11.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,12.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,13.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,14.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,15.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,16.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,17.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,18.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,19.0
em_Abt-Buy_lm_roberta_da_dacon_consistency_alpha_0.8_id_2_size_450,0.0,20.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,1.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,2.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.0,3.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.8463414907455444,4.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9191011190414429,5.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9529147744178772,6.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9512194991111755,7.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9407665729522705,8.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9511111378669739,9.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9598162770271301,10.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9473684430122375,11.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9616252779960632,12.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9677419066429138,13.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,14.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,15.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,16.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,17.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,18.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,19.0
em_DBLP-ACM_lm_roberta_da_dacon_consistency_alpha_0.8_id_0_size_450,0.9660633206367493,20.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,1.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,2.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,3.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,4.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,5.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,6.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,7.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0,8.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.0074487896636128426,9.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8702011108398438,10.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8746904134750366,11.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.89570552110672,12.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8958880305290222,13.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.897327721118927,14.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8963558673858643,15.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8934993147850037,16.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8993476033210754,17.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.8995756506919861,18.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.901129961013794,19.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_450,0.901129961013794,20.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.0,1.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.0,2.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.83707594871521,3.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.8954216837882996,4.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9033511281013489,5.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.907951831817627,6.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9051439166069031,7.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.8222222328186035,8.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9037693738937378,9.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.8899999856948853,10.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.8989947438240051,11.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.911577045917511,12.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9149425029754639,13.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.912215530872345,14.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9147287011146545,15.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.8887804746627808,16.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9034712314605713,17.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9095149040222168,18.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.909599244594574,19.0
em_DBLP-GoogleScholar-dirty_lm_roberta_da_edbt20_alpha_0.8_id_4_size_750,0.9095149040222168,20.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,1.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,2.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,3.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,4.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,5.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,6.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,7.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,8.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,9.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,10.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,11.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,12.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,13.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,14.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,15.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,16.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,17.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,18.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,19.0
em_Walmart-Amazon-dirty_lm_roberta_da_dacon_fixed_consistency_alpha_0.8_id_0_size_750,0.0,20.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,1.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,2.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,3.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,4.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,5.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,6.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,7.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,8.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,9.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.2170087993144989,10.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,11.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.0,12.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.15322580933570862,13.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.171875,14.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.13229571282863617,15.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.1190476194024086,16.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.18315018713474274,17.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.21694914996623993,18.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.23749999701976776,19.0
em_Walmart-Amazon_lm_roberta_da_edbt20_alpha_0.8_id_3_size_600,0.23749999701976776,20.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.0,1.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.0,2.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.0,3.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.0,4.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.2532467544078827,5.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.31924882531166077,6.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8651471734046936,7.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.6799037456512451,8.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.808893620967865,9.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8643814921379089,10.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8900232315063477,11.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8870822191238403,12.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8814055919647217,13.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8880631923675537,14.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8409090638160706,15.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8943628668785095,16.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.8820662498474121,17.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.880975604057312,18.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.883811354637146,19.0
em_DBLP-GoogleScholar_lm_roberta_da_None_alpha_0.8_id_3_size_450,0.883811354637146,20.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.0,1.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.0,2.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.0,3.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.7727272510528564,4.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.7906976938247681,5.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8292682766914368,6.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8333333134651184,7.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8543689250946045,8.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8453608155250549,9.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8631578683853149,10.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.868686854839325,11.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8627451062202454,12.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.868686854839325,13.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8627451062202454,14.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8510638475418091,15.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8602150678634644,16.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8453608155250549,17.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8453608155250549,18.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8571428656578064,19.0
em_DBLP-GoogleScholar_da_dm_id_0_size_600,0.8571428656578064,20.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.05347593501210213,1.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.0,2.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.0,3.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.101408451795578,4.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.0716845914721489,5.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.10862620174884796,6.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.11072664707899094,7.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.057851240038871765,8.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.043103449046611786,9.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.2140992134809494,10.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.18960244953632355,11.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.1824561357498169,12.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.1978798657655716,13.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.1111111119389534,14.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.23943662643432617,15.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.20938627421855927,16.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.21402214467525482,17.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.21402214467525482,18.0
em_Abt-Buy_lm_roberta_da_auto_ssl_alpha_0.8_id_0_size_300,0.21402214467525482,19.0
