em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,53.6915
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,60.6734
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,60.1292
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,60.1798
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,61.0528
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,58.7230
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,66.3259
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,68.3996
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,65.0065
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,64.6090
em_Amazon-Google_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,66.3772
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,84.9305
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,83.7018
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,83.3243
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,83.6476
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,83.7881
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,93.0633
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,95.2386
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,95.0597
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,94.7009
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,95.4556
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,104.1456
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,104.7960
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,103.8792
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,104.6452
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,104.7108
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,113.1696
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,115.2318
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,114.4500
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,115.4772
em_DBLP-ACM_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,115.4025
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,134.9683
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,133.5019
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,129.7004
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,129.2602
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,131.9886
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,144.8259
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,145.8895
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,146.7709
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,145.9534
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,144.2091
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,150.7976
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,151.9238
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,153.0215
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,152.4846
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,148.5073
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,159.0822
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,160.3320
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,161.5066
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,165.2787
em_DBLP-GoogleScholar_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,160.0547
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,66.3822
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,64.1252
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,64.6737
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,64.1187
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,66.2553
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,71.4948
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,73.9705
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,74.9686
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,74.6918
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,74.8293
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,82.3986
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,80.2950
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,82.5941
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,82.2374
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,82.0316
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,91.7719
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,88.6869
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,88.4635
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,89.0066
em_Walmart-Amazon_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,91.8429
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,83.0715
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,83.5176
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,82.5158
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,82.2495
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,81.4764
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,97.4983
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,95.9865
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,97.5849
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,96.6694
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,97.7330
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,109.2145
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,108.8606
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,108.9652
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,107.1786
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,109.4642
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,121.8703
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,120.6930
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,121.0151
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,122.1727
em_Abt-Buy_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,122.1165
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,85.7389
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,85.8169
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,86.3496
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,85.5711
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,85.0186
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,96.1024
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,96.7753
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,95.8777
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,96.6453
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,96.1188
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,107.9014
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,107.6961
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,108.2884
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,108.2138
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,106.6399
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=750,117.4524
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=750,117.0607
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=750,117.3525
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=750,116.4495
em_DBLP-ACM-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=750,117.1399
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=300,137.2134
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=300,135.1100
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=300,135.8088
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=300,137.8150
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=300,137.0861
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=450,146.0271
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=450,147.5287
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=450,144.0699
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=450,149.8286
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=450,146.9944
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=0_size=600,154.6154
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=1_size=600,151.9550
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=2_size=600,155.6181
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=3_size=600,154.6976
em_DBLP-GoogleScholar-dirty_lm=roberta_da=edbt20_alpha=0.8_id=4_size=600,156.7786
